,track_id,average_seconds_played,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_name_x,artist_name_x,artist_id_x,genres_x,track_popularity_x,track_name_y,artist_name_y,artist_id_y,genres_y,track_popularity_y,avg_completion_rate,total_plays
789,spotify:track:1oSh0SKc4MwmXSGiTtqSXp,177.6737777777778,0.665,0.887,11.0,-2.18,0.0,0.173,0.0125,0.0,0.272,0.622,151.052,4.0,"KEEP GOING (feat. Lil Durk, 21 Savage & Roddy Ricch)",DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",44.0,"KEEP GOING (feat. Lil Durk, 21 Savage & Roddy Ricch)",DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",44.0,0.9607883075721388,9
1488,spotify:track:3Jo34FHsqVDp7QLP9Ahw2n,177.627,0.616,0.744,8.0,-6.523,0.0,0.234,0.203,0.0,0.0883,0.5,99.968,4.0,No Stoppin ft. Blxst,Kalan.FrFr,47TMF0JlFsz01KilGzc5Ly,"['cali rap', 'westcoast flow']",32.0,No Stoppin ft. Blxst,Kalan.FrFr,47TMF0JlFsz01KilGzc5Ly,"['cali rap', 'westcoast flow']",32.0,0.9999943702569416,2
1738,spotify:track:3sjtQ07ptlPzw2N4YmGW3S,177.553,0.899,0.695,1.0,-4.749,1.0,0.346,0.113,0.0,0.112,0.394,139.027,4.0,Super,Cordae,0huGjMyP507tBCARyzSkrv,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",56.0,Super,Cordae,0huGjMyP507tBCARyzSkrv,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",56.0,0.9999943679106075,1
3037,spotify:track:6mSLCix3O4P8KhXNNQYVAg,177.33166666666668,0.666,0.634,9.0,-9.019,0.0,0.0929,0.512,0.00246,0.248,0.355,91.018,4.0,LOVE ME OR LOVE ME NOT,Isaiah Falls,0ocxWXtgr9tJW60xV5ZufT,[],49.0,LOVE ME OR LOVE ME NOT,Isaiah Falls,0ocxWXtgr9tJW60xV5ZufT,[],49.0,1.1491463404097222,3
652,spotify:track:1UcD21jaVuNqtWNNLuYkvV,177.324,0.664,0.858,11.0,-4.707,0.0,0.265,0.169,3.88e-06,0.198,0.248,143.966,4.0,Strangers,Kyle Richh,0hF6lbAjRsq4svrQUr5sgU,['new york drill'],0.0,Strangers,Kyle Richh,0hF6lbAjRsq4svrQUr5sgU,['new york drill'],0.0,0.8311685876733711,4
2175,spotify:track:4osgfFTICMkcGbbigdsa53,177.23533333333333,0.762,0.508,3.0,-9.112,1.0,0.0919,0.0584,0.00126,0.16,0.37,93.51,4.0,Novacane,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,"['lgbtq+ hip hop', 'neo soul']",80.0,Novacane,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,"['lgbtq+ hip hop', 'neo soul']",80.0,0.586198418814585,3
2892,spotify:track:6SN1H9p6A0UbsNpfkxEEX6,177.158,0.631,0.72,1.0,-5.262,1.0,0.0617,0.0779,0.00737,0.135,0.123,180.899,4.0,Hit Bout It,Lil Yachty,6icQOAFXDZKsumw3YXyusw,"['atl hip hop', 'melodic rap', 'rap', 'trap']",57.0,Hit Bout It,Lil Yachty,6icQOAFXDZKsumw3YXyusw,"['atl hip hop', 'melodic rap', 'rap', 'trap']",57.0,1.0,1
934,spotify:track:26eBPBSBwwK7AXdOYOQdM0,177.12,0.717,0.474,5.0,-8.383,0.0,0.403,0.0509,0.0,0.139,0.448,123.906,4.0,Yea Yea,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'hip hop', 'rap']",40.0,Yea Yea,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'hip hop', 'rap']",40.0,0.9532625777701234,1
701,spotify:track:1c9hQ4jqgVP10plon2B259,177.11450000000002,0.858,0.598,1.0,-7.407,0.0,0.357,0.0223,0.0,0.174,0.85,157.03,4.0,Tycoon,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",37.0,Tycoon,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",37.0,0.8702217876655793,4
825,spotify:track:1sL9azcsrSUw62YXQ0SZ0l,177.029,0.491,0.592,4.0,-6.787,0.0,0.293,0.327,0.0,0.108,0.494,86.863,5.0,Finally Rich,Lil Eazzyy,0rpUnzu4JIoRkKkGvdcm7b,['chicago rap'],17.0,Finally Rich,Lil Eazzyy,0rpUnzu4JIoRkKkGvdcm7b,['chicago rap'],17.0,0.9999943512399028,5
572,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,176.96,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,4.0,Go Crazy,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",71.0,Go Crazy,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",71.0,1.0,3
505,spotify:track:18QC5FsQ9FThInUrC6BScS,176.91789999999997,0.595,0.267,0.0,-10.23,1.0,0.0308,0.836,0.0,0.158,0.229,105.205,4.0,Be My Summer,Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,"['alternative r&b', 'scandinavian r&b', 'swedish soul']",55.0,Be My Summer,Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,"['alternative r&b', 'scandinavian r&b', 'swedish soul']",55.0,0.9484180336657017,20
974,spotify:track:2AaJeBEq3WLcfFW1y8svDf,176.79563636363636,0.649,0.508,8.0,-10.232,1.0,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,4.0,By Your Side,Rod Wave,45TgXXqMDdF8BkjA83OM7z,['florida rap'],54.0,By Your Side,Rod Wave,45TgXXqMDdF8BkjA83OM7z,['florida rap'],54.0,0.9110782029653873,11
849,spotify:track:1vux5TJpXtc7tbjA1YODpp,176.682,0.614,0.953,2.0,-4.162,1.0,0.0688,0.119,0.0,0.331,0.593,154.969,4.0,Capo,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,"['memphis hip hop', 'rap']",63.0,Capo,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,"['memphis hip hop', 'rap']",63.0,0.919261186264308,1
440,spotify:track:0zP8VSgyYSVqrSXTYTn9Su,176.6423142857143,0.499,0.734,2.0,-4.782,1.0,0.0994,0.219,0.0,0.207,0.322,104.97,4.0,Leave the Club (feat. Lil Durk & GloRilla),Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],52.0,Leave the Club (feat. Lil Durk & GloRilla),Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],52.0,0.7943014397681263,35
719,spotify:track:1eW4XynQ3uk7Xi01hAzedv,176.6218888888889,0.521,0.368,6.0,-9.533,1.0,0.177,0.468,0.0,0.138,0.607,123.423,4.0,Distance,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",63.0,Distance,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",63.0,0.989217902786879,9
230,spotify:track:0X3SZlDR1k8tf2W8ENyMBD,176.61,0.944,0.579,8.0,-4.961,1.0,0.191,0.0381,0.0,0.253,0.769,135.033,4.0,Snitching (feat. Quavo & Future),Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'hip hop', 'rap']",38.0,Snitching (feat. Quavo & Future),Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'hip hop', 'rap']",38.0,0.680982162824952,1
1827,spotify:track:459taTXZpCkJFP4s0dHLsK,176.571,0.423,0.567,7.0,-8.648,0.0,0.18,0.191,0.0,0.122,0.165,88.628,4.0,Bouncing / G5,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",54.0,Bouncing / G5,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",54.0,1.0,1
1491,spotify:track:3Jrgo84SP2AoneCMSww7F3,176.539,0.562,0.604,9.0,-7.498,0.0,0.197,0.326,0.0,0.416,0.562,83.356,4.0,We Should (feat. Young Thug),Lil Baby,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap']",36.0,We Should (feat. Young Thug),Lil Baby,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap']",36.0,0.9999943355613459,1
2565,spotify:track:5ixKkLQSriCQakDWbdW8qD,176.539,0.562,0.604,9.0,-7.498,0.0,0.197,0.326,0.0,0.416,0.562,83.356,4.0,We Should (feat. Young Thug),Lil Baby,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap']",47.0,We Should (feat. Young Thug),Lil Baby,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap']",47.0,0.9999943355613459,1
843,spotify:track:1uf7mMivE88BQOU37b2DVR,176.468,0.785,0.682,2.0,-4.546,1.0,0.0485,0.565,6.11e-06,0.127,0.664,112.019,4.0,Running,Lasmid,3WDXKsCKcxJhvrvpdg5IGI,['ghanaian pop'],40.0,Running,Lasmid,3WDXKsCKcxJhvrvpdg5IGI,['ghanaian pop'],40.0,1.0,1
242,spotify:track:0Yshg5nqSx37wUIcnJZspZ,176.4625,0.627,0.391,3.0,-20.777,0.0,0.309,0.199,0.051,0.376,0.255,93.448,4.0,KaifwKaif,MarSimba,04mOXDs7deriXMuchiI48W,['classic sudanese pop'],27.0,KaifwKaif,MarSimba,04mOXDs7deriXMuchiI48W,['classic sudanese pop'],27.0,0.7591319535562028,2
1262,spotify:track:2nbk0SIiWcYHhTlwFSUdGE,176.458,0.599,0.867,6.0,-5.012,1.0,0.301,0.136,0.0,0.35,0.556,82.982,4.0,Westlake High,Cordae,0huGjMyP507tBCARyzSkrv,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",35.0,Westlake High,Cordae,0huGjMyP507tBCARyzSkrv,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",35.0,1.0,1
1833,spotify:track:45pUWUeEWGoSdH6UF162G8,176.4356,0.644,0.533,2.0,-7.481,1.0,0.248,0.0113,4.89e-05,0.221,0.113,120.017,4.0,Broke Boys,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",63.0,Broke Boys,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",63.0,0.7826312217495642,5
2080,spotify:track:4cg1yakyRSIOjxKM2I7J1q,176.386,0.769,0.632,10.0,-4.228,0.0,0.0537,0.0325,0.0,0.116,0.294,131.932,4.0,Digits,Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",68.0,Digits,Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",68.0,0.9999943306479502,1
1147,spotify:track:2Y3USTCETS4xbjJOzT1Icm,176.382,0.921,0.718,4.0,-3.545,0.0,0.299,0.217,0.0,0.189,0.677,141.06,4.0,Adderall (Corvette Corvette) - Remix,Popp Hunna,3fyhhXHbGVLuSHFk2SYx4I,"['philly rap', 'viral rap']",47.0,Adderall (Corvette Corvette) - Remix,Popp Hunna,3fyhhXHbGVLuSHFk2SYx4I,"['philly rap', 'viral rap']",47.0,0.9999943305193811,1
2224,spotify:track:4vpx4cL7IRedZul0j0bL2c,176.38150000000002,0.788,0.728,1.0,-3.765,0.0,0.261,0.17,4.82e-06,0.11,0.287,153.07,1.0,let it breathe (feat. Roddy Ricch),Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",66.0,let it breathe (feat. Roddy Ricch),Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",66.0,0.8784507961172786,4
5,spotify:track:00ko9WaS4jOX1kEk3gvHjf,176.3755,0.899,0.509,9.0,-8.04,1.0,0.387,0.00157,0.0,0.0573,0.599,150.001,4.0,Hot Shower,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",54.0,Hot Shower,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",54.0,0.7806850976434553,4
1996,spotify:track:4RaV9tFFV7R04lglRhgg5O,176.3705172413793,0.829,0.727,1.0,-6.169,1.0,0.253,0.0608,4.47e-06,0.0975,0.877,139.95,4.0,Straight To It (feat. Fivio Foreign),King Von,6QtgPSJPSzcnn7dPZ4VINp,"['chicago rap', 'rap']",47.0,Straight To It (feat. Fivio Foreign),King Von,6QtgPSJPSzcnn7dPZ4VINp,"['chicago rap', 'rap']",47.0,0.9885519398327437,29
1094,spotify:track:2Qt8qG9SWPdtRiaWcPNJRm,176.33,0.735,0.446,5.0,-10.232,1.0,0.109,0.0071,1.93e-05,0.173,0.121,150.915,4.0,Maybach (feat. Future),42 Dugg,45gHcnDnMC15sgx3VL7ROG,"['detroit trap', 'southern hip hop', 'trap']",58.0,Maybach (feat. Future),42 Dugg,45gHcnDnMC15sgx3VL7ROG,"['detroit trap', 'southern hip hop', 'trap']",58.0,0.885666497566464,1
2909,spotify:track:6VWxLcnrLGJDE6Cr4nm0lW,176.26466666666667,0.467,0.264,1.0,-12.515,0.0,0.0629,0.238,0.0,0.105,0.137,111.09,5.0,Is It Real? (feat. Roddy Ricch),Rosemarie,3Lz0JugHcf9nqKF1Khkhmu,[],0.0,Is It Real? (feat. Roddy Ricch),Rosemarie,3Lz0JugHcf9nqKF1Khkhmu,[],0.0,0.8670431329339118,3
2556,spotify:track:5i0rsI0ih8V4pgY6J3MsHT,176.2272,0.675,0.532,2.0,-5.77,1.0,0.116,0.421,0.0,0.338,0.413,156.187,4.0,SHAKE,Franglish,4uJNQGa3L2frXDxwgouTIw,"['french hip hop', 'pop urbaine', 'r&b francais']",43.0,SHAKE,Franglish,4uJNQGa3L2frXDxwgouTIw,"['french hip hop', 'pop urbaine', 'r&b francais']",43.0,1.0288716852909237,15
2970,spotify:track:6cyXHTix4NQ069gKJEYv41,176.070125,0.813,0.552,4.0,-12.066,0.0,0.0426,0.0639,0.00667,0.0951,0.517,112.022,4.0,Tshwala Bam (feat. S.N.E),TitoM,5eYSqn4LCXLgIFYR4qOZ1k,['amapiano'],65.0,Tshwala Bam (feat. S.N.E),TitoM,5eYSqn4LCXLgIFYR4qOZ1k,['amapiano'],65.0,0.8692245507503948,16
2567,spotify:track:5jgE3dG7dXhkr4HNMa1gey,176.032,0.46,0.382,2.0,-10.835,1.0,0.371,0.677,3.14e-05,0.0965,0.163,174.065,4.0,"time reveals, be careful what you wish for",Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",56.0,"time reveals, be careful what you wish for",Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",56.0,0.44543975383805645,1
2342,spotify:track:5B3I6RdYli0nmeS5IR4CcB,176.012,0.874,0.568,11.0,-7.264,1.0,0.197,0.148,0.0,0.0789,0.159,131.073,4.0,Movin' Too Fast,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",40.0,Movin' Too Fast,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",40.0,0.6667550561968005,1
1829,spotify:track:45M6MPP3yI5I1PXse40lpR,175.999,0.759,0.523,1.0,-4.393,1.0,0.0898,0.0178,1.17e-06,0.614,0.224,90.046,4.0,FULLY LOADED (feat. Future & Lil Baby),Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",0.0,FULLY LOADED (feat. Future & Lil Baby),Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",0.0,1.0,1
3165,spotify:track:75lcPkAkUsKWHGBlGM476R,175.95400000000004,0.823,0.572,6.0,-6.067,0.0,0.0865,0.0079,0.0,0.113,0.568,141.996,4.0,1400 / 999 Freestyle,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",4.0,1400 / 999 Freestyle,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",4.0,1.0000000000000002,3
1397,spotify:track:37Nqx7iavZpotJSDXZWbJ3,175.95000000000002,0.767,0.438,7.0,-8.726,0.0,0.29,0.181,0.0,0.142,0.381,86.975,4.0,Girls Want Girls (with Lil Baby),Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",71.0,Girls Want Girls (with Lil Baby),Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",71.0,0.7926389764843681,6
2933,spotify:track:6ZSlsP0RI2qQZ8IXRXLFrp,175.94163636363638,0.55,0.515,7.0,-9.74,0.0,0.0632,0.623,0.000735,0.104,0.275,132.593,4.0,Temptress,Odeal,2BPwxhCvvcb8xDl8GWIjbh,['uk contemporary r&b'],49.0,Temptress,Odeal,2BPwxhCvvcb8xDl8GWIjbh,['uk contemporary r&b'],49.0,0.9989759164876413,55
2297,spotify:track:54VFhe501kUbDYj2OrueMp,175.89328358208957,0.676,0.61,1.0,-9.185,1.0,0.273,0.000114,1.73e-06,0.191,0.519,156.005,4.0,AHHH HA,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",57.0,AHHH HA,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",57.0,0.9429353996616752,67
907,spotify:track:23tyRvp2QIoxukwDvVxq3J,175.883,0.582,0.644,10.0,-6.047,0.0,0.384,0.0342,0.0,0.121,0.382,78.117,4.0,Russian Roulette,Lil Baby,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap']",50.0,Russian Roulette,Lil Baby,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap']",50.0,1.0,1
3406,spotify:track:7nGY6TG3NF8MNdUOT2wJA4,175.8750425531915,0.741,0.494,1.0,-7.836,1.0,0.0706,0.00547,0.0,0.0638,0.0716,79.984,4.0,F*ck U Thought,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",49.0,F*ck U Thought,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",49.0,0.8882577906726843,47
3153,spotify:track:73mtUJm1RDa0SEW3KL4ePU,175.838,0.682,0.736,4.0,-5.284,0.0,0.417,0.414,3.46e-06,0.598,0.66,97.03,4.0,Fallen Angel,Ella Mai,7HkdQ0gt53LP4zmHsL0nap,"['r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",32.0,Fallen Angel,Ella Mai,7HkdQ0gt53LP4zmHsL0nap,"['r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",32.0,0.671650114591291,3
2713,spotify:track:65OVbaJR5O1RmwOQx0875b,175.82085714285714,0.578,0.449,1.0,-6.349,1.0,0.286,0.0618,2.17e-06,0.119,0.1,136.006,4.0,Wants and Needs (feat. Lil Baby),Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",73.0,Wants and Needs (feat. Lil Baby),Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",73.0,0.911196631060227,21
3034,spotify:track:6mHovxhhIwWZXvBJ5IxCJD,175.791,0.799,0.588,9.0,-6.895,0.0,0.151,0.117,7.1e-05,0.603,0.375,140.007,4.0,Outstanding (feat. Roddy Ricch),2 Chainz,17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",27.0,Outstanding (feat. Roddy Ricch),2 Chainz,17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",27.0,1.0,1
1442,spotify:track:3EcqaLV76JnvSQOInAmdXv,175.75,0.893,0.657,9.0,-7.054,0.0,0.0633,0.0932,2.19e-06,0.0786,0.817,119.957,3.0,Smoke Break-Dance (feat. JID),Mick Jenkins,1FvjvACFvko2Z91IvDljrx,"['alternative hip hop', 'alternative r&b', 'chicago rap', 'conscious hip hop', 'drill', 'underground hip hop']",54.0,Smoke Break-Dance (feat. JID),Mick Jenkins,1FvjvACFvko2Z91IvDljrx,"['alternative hip hop', 'alternative r&b', 'chicago rap', 'conscious hip hop', 'drill', 'underground hip hop']",54.0,0.9999943101319481,1
3189,spotify:track:79Dpa6xXRNsXzMueN8BvAg,175.721,0.787,0.552,4.0,-7.676,0.0,0.0685,0.0808,0.0,0.102,0.21,81.987,4.0,On A Mountain,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",43.0,On A Mountain,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",43.0,1.0,1
1651,spotify:track:3eekarcy7kvN4yt5ZFzltW,175.72,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,HIGHEST IN THE ROOM,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",85.0,HIGHEST IN THE ROOM,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",85.0,0.9999943091605442,1
1485,spotify:track:3JZjcKImHcmOI9ylL4zrSc,175.7133448275862,0.626,0.309,1.0,-10.397,1.0,0.0433,0.85,1.31e-05,0.117,0.369,117.94,4.0,Bahamas Promises,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",64.0,Bahamas Promises,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",64.0,0.9544969570730958,29
2089,spotify:track:4eIYnlcgI2chjQBuW1VRr7,175.68,0.774,0.818,4.0,-2.825,0.0,0.145,0.127,0.0,0.0529,0.438,142.084,4.0,FUK SUMN,¥$,4xPQFgDA5M2xa0ZGo5iIsv,[],72.0,FUK SUMN,¥$,4xPQFgDA5M2xa0ZGo5iIsv,[],72.0,0.8382599235603144,2
2427,spotify:track:5Pvpk8WHAvmmxMr7SkcZsN,175.67077777777777,0.718,0.737,11.0,-5.988,0.0,0.111,0.00724,0.0,0.276,0.148,132.02,4.0,120,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,"['melodic rap', 'pluggnb', 'rap']",67.0,120,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,"['melodic rap', 'pluggnb', 'rap']",67.0,1.3412133073071084,27
1195,spotify:track:2fFpdJFTb6ou7uYht7Ivig,175.536,0.732,0.738,10.0,-4.133,0.0,0.245,0.0968,1.42e-06,0.11,0.462,148.853,4.0,Westside Story (feat. Jayson Cash & Major Myjah),Symba,06S3fr7xEES7e3QPXhu3ay,[],15.0,Westside Story (feat. Jayson Cash & Major Myjah),Symba,06S3fr7xEES7e3QPXhu3ay,[],15.0,0.9999943031953377,1
253,spotify:track:0ZWfOB2CH3KytDwrDRgJgE,175.51,0.879,0.563,4.0,-8.694,0.0,0.362,0.0403,0.0,0.106,0.171,143.957,4.0,Depends,Baby Rich,4jJXnnMCODl8ds7bgmHgUP,['alabama rap'],13.0,Depends,Baby Rich,4jJXnnMCODl8ds7bgmHgUP,['alabama rap'],13.0,1.0092814095781386,11
56,spotify:track:07DsPAOXMabZ08EmaTr31C,175.44714285714284,0.907,0.331,10.0,-12.706,1.0,0.718,0.0253,0.0,0.0735,0.431,139.993,4.0,When We Shoot,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",56.0,When We Shoot,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",56.0,0.9840769485946336,7
820,spotify:track:1rdVnpJ6puWLlxkG6Kmcls,175.37833333333333,0.638,0.698,1.0,-7.751,0.0,0.333,0.0922,0.0,0.323,0.646,69.263,4.0,murda one (feat. Fivio Foreign),Roddy Ricch,757aE44tKEUQEqRuT6GnEB,"['melodic rap', 'rap', 'trap']",36.0,murda one (feat. Fivio Foreign),Roddy Ricch,757aE44tKEUQEqRuT6GnEB,"['melodic rap', 'rap', 'trap']",36.0,1.0978917956775862,3
1218,spotify:track:2iCDO8ePNuCvMiMFc0FQdA,175.3345,0.895,0.543,11.0,-6.766,0.0,0.298,0.181,0.0,0.12,0.555,120.078,4.0,alotta cake,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",0.0,alotta cake,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",0.0,0.9038466495177512,4
3051,spotify:track:6oopZP93Px6IPptFHEbgdg,175.277,0.667,0.301,7.0,-16.209,1.0,0.0381,0.922,0.894,0.0757,0.13,125.979,4.0,Afloat,S N U G,0liH4Jfiz66Rqjz4DH3JZk,"['japanese chillhop', 'lo-fi study']",0.0,Afloat,S N U G,0liH4Jfiz66Rqjz4DH3JZk,"['japanese chillhop', 'lo-fi study']",0.0,0.9999942947774393,1
1256,spotify:track:2mqNeI4vUehnhVwSkCrQnR,175.25,0.861,0.475,1.0,-11.952,0.0,0.0537,0.0325,0.322,0.0708,0.248,113.016,4.0,Champion Sound,Davido,0Y3agQaa6g2r0YmHPOO9rh,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']",48.0,Champion Sound,Davido,0Y3agQaa6g2r0YmHPOO9rh,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']",48.0,0.7367283794918361,1
1698,spotify:track:3muBQDekYAg7jm6hDu6R0Z,175.22400000000002,0.587,0.711,1.0,-6.33,1.0,0.42,0.171,0.0,0.125,0.381,98.008,4.0,First Day Out,Tee Grizzley,6AUl0ykLLpvTktob97x9hO,"['detroit hip hop', 'detroit trap', 'rap', 'southern hip hop', 'trap']",70.0,First Day Out,Tee Grizzley,6AUl0ykLLpvTktob97x9hO,"['detroit hip hop', 'detroit trap', 'rap', 'southern hip hop', 'trap']",70.0,0.6879785153949446,3
